,extracted_organism_name,extracted_compound_name,accepted_name,accepted_name_w_author,InChIKey_simp,refDOI,pairs
751,suregada glomerulata (blume) baill,lysine,Suregada glomerulata,Suregada glomerulata (Blume) Baill.,KDXKERNSBIXSRK,10.3390/ph16101390.,Suregada glomerulata_KDXKERNSBIXSRK
752,suregada glomerulata (blume) baill,uracil,Suregada glomerulata,Suregada glomerulata (Blume) Baill.,ISAKRJDGNUQOIC,10.3390/ph16101390.,Suregada glomerulata_ISAKRJDGNUQOIC
753,suregada glomerulata (blume) baill,guanosine,Suregada glomerulata,Suregada glomerulata (Blume) Baill.,NYHBQMYGNKIUIF,10.3390/ph16101390.,Suregada glomerulata_NYHBQMYGNKIUIF
754,suregada glomerulata (blume) baill,7-deoxy-homodmdp,Suregada glomerulata,Suregada glomerulata (Blume) Baill.,GBQAQDYHLUTAGE,10.3390/ph16101390.,Suregada glomerulata_GBQAQDYHLUTAGE
755,suregada glomerulata (blume) baill,"3h-imidazo [4,5-c]pyridine",Suregada glomerulata,Suregada glomerulata (Blume) Baill.,UBOOKRVGOBKDMM,10.3390/ph16101390.,Suregada glomerulata_UBOOKRVGOBKDMM
756,suregada glomerulata (blume) baill,γ-aminobutyric acid,Suregada glomerulata,Suregada glomerulata (Blume) Baill.,BTCSSZJGUNDROE,10.3390/ph16101390.,Suregada glomerulata_BTCSSZJGUNDROE
757,suregada glomerulata (blume) baill,proline,Suregada glomerulata,Suregada glomerulata (Blume) Baill.,ONIBWKKTOPOVIA,10.3390/ph16101390.,Suregada glomerulata_ONIBWKKTOPOVIA
758,suregada glomerulata (blume) baill,corymbol,Suregada glomerulata,Suregada glomerulata (Blume) Baill.,NRRPVTKXJHEKLP,10.3390/ph16101390.,Suregada glomerulata_NRRPVTKXJHEKLP
759,suregada glomerulata (blume) baill,alanine,Suregada glomerulata,Suregada glomerulata (Blume) Baill.,QNAYBMKLOCPYGJ,10.3390/ph16101390.,Suregada glomerulata_QNAYBMKLOCPYGJ
760,suregada glomerulata (blume) baill,"2,5-imino-2,5,6-trideoxy-d-gulo-heptitol",Suregada glomerulata,Suregada glomerulata (Blume) Baill.,AGFACLQFIYFFOI,10.3390/ph16101390.,Suregada glomerulata_AGFACLQFIYFFOI
761,suregada glomerulata (blume) baill,glutamic acid,Suregada glomerulata,Suregada glomerulata (Blume) Baill.,WHUUTDBJXJRKMK,10.3390/ph16101390.,Suregada glomerulata_WHUUTDBJXJRKMK
762,suregada gaultheriifolia radcl.-sm,α-homonojirimycin,Suregada gaultheriifolia,Suregada gaultheriifolia Radcl.-Sm.,CLVUFWXGNIFGNC,10.3390/ph16101390.,Suregada gaultheriifolia_CLVUFWXGNIFGNC
763,commiphora wightii (arnott) bhandari,3α-acetyloxy-5α-pregnan-16-one,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,WIVPAKVRSDHFJL,10.1155/2015/138039,Commiphora wightii_WIVPAKVRSDHFJL
764,commiphora wightii (arnott) bhandari,glutamic acid,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,WHUUTDBJXJRKMK,10.1155/2015/138039,Commiphora wightii_WHUUTDBJXJRKMK
765,commiphora wightii (arnott) bhandari,4-epiisocembrol,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,YAPXSYXFLHDPCK,10.1155/2015/138039,Commiphora wightii_YAPXSYXFLHDPCK
767,commiphora wightii (arnott) bhandari,cystine,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,LEVWYRKDKASIDU,10.1155/2015/138039,Commiphora wightii_LEVWYRKDKASIDU
768,commiphora wightii (arnott) bhandari,threonine,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,AYFVYJQAPQTCCC,10.1155/2015/138039,Commiphora wightii_AYFVYJQAPQTCCC
770,commiphora wightii (arnott) bhandari,myrcene,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,UAHWPYUMFXYFJY,10.1155/2015/138039,Commiphora wightii_UAHWPYUMFXYFJY
771,commiphora wightii (arnott) bhandari,"4-pregnene-3,16-dione",Commiphora wightii,Commiphora wightii (Arn.) Bhandari,WAZCMUUVLNIUQT,10.1155/2015/138039,Commiphora wightii_WAZCMUUVLNIUQT
774,commiphora wightii (arnott) bhandari,cadinene,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,HNTISMRTGMVWGH,10.1155/2015/138039,Commiphora wightii_HNTISMRTGMVWGH
775,commiphora wightii (arnott) bhandari,arginine,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,ODKSFYDXXFIFQN,10.1155/2015/138039,Commiphora wightii_ODKSFYDXXFIFQN
778,commiphora wightii (arnott) bhandari,dimyrcene,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,GJYJYFHBOBUTBY,10.1155/2015/138039,Commiphora wightii_GJYJYFHBOBUTBY
780,commiphora wightii (arnott) bhandari,isocembrol,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,YAPXSYXFLHDPCK,10.1155/2015/138039,Commiphora wightii_YAPXSYXFLHDPCK
784,commiphora wightii (arnott) bhandari,tryptophan,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,QIVBCDIJIAJPQS,10.1155/2015/138039,Commiphora wightii_QIVBCDIJIAJPQS
786,commiphora wightii (arnott) bhandari,mansumbinoic acid,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,GZLOULXNCLGCGH,10.1155/2015/138039,Commiphora wightii_GZLOULXNCLGCGH
787,commiphora wightii (arnott) bhandari,lysine,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,KDXKERNSBIXSRK,10.1155/2015/138039,Commiphora wightii_KDXKERNSBIXSRK
788,commiphora wightii (arnott) bhandari,isoleucine,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,AGPKZVBTJJNPAG,10.1155/2015/138039,Commiphora wightii_AGPKZVBTJJNPAG
789,commiphora wightii (arnott) bhandari,"5,5'-tetrahydro-1h,3h-furo[3,4-c]furan-1,4-diylbis[7-(methoxy)-1,3-benzodioxole]",Commiphora wightii,Commiphora wightii (Arn.) Bhandari,KDZZYNRHNQOKQW,10.1155/2015/138039,Commiphora wightii_KDZZYNRHNQOKQW
790,commiphora wightii (arnott) bhandari,4-o-methyl-d-glucuronic acid,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,QGGOCWIJGWDKHC,10.1155/2015/138039,Commiphora wightii_QGGOCWIJGWDKHC
795,commiphora wightii (arnott) bhandari,"nonadecan-1,2,3,4-tetrol",Commiphora wightii,Commiphora wightii (Arn.) Bhandari,IHTQWPAYRAHPFX,10.1155/2015/138039,Commiphora wightii_IHTQWPAYRAHPFX
796,commiphora wightii (arnott) bhandari,valine,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,KZSNJWFQEVHDMF,10.1155/2015/138039,Commiphora wightii_KZSNJWFQEVHDMF
797,commiphora wightii (arnott) bhandari,l-fructose,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,BJHIKXHVCXFQLS,10.1155/2015/138039,Commiphora wightii_BJHIKXHVCXFQLS
800,commiphora wightii (arnott) bhandari,leucine,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,ROHFNLRQFUQHCH,10.1155/2015/138039,Commiphora wightii_ROHFNLRQFUQHCH
802,commiphora wightii (arnott) bhandari,aspartic acid,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,CKLJMWTZIZZHCS,10.1155/2015/138039,Commiphora wightii_CKLJMWTZIZZHCS
803,commiphora wightii (arnott) bhandari,alanine,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,QNAYBMKLOCPYGJ,10.1155/2015/138039,Commiphora wightii_QNAYBMKLOCPYGJ
804,commiphora wightii (arnott) bhandari,d-galactose,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,WQZGKKKJIJFFOK,10.1155/2015/138039,Commiphora wightii_WQZGKKKJIJFFOK
805,commiphora wightii (arnott) bhandari,α-camphorene,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,GJYJYFHBOBUTBY,10.1155/2015/138039,Commiphora wightii_GJYJYFHBOBUTBY
808,commiphora wightii (arnott) bhandari,serine,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,MTCFGRXMJLQNBG,10.1155/2015/138039,Commiphora wightii_MTCFGRXMJLQNBG
809,commiphora wightii (arnott) bhandari,l-arabinose,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,SRBFZHDQGSBBOR,10.1155/2015/138039,Commiphora wightii_SRBFZHDQGSBBOR
810,commiphora wightii (arnott) bhandari,proline,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,ONIBWKKTOPOVIA,10.1155/2015/138039,Commiphora wightii_ONIBWKKTOPOVIA
812,commiphora wightii (arnott) bhandari,quercetin-3-o-β-d-glucuronide,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,DUBCCGAQYVUYEU,10.1155/2015/138039,Commiphora wightii_DUBCCGAQYVUYEU
815,commiphora wightii (arnott) bhandari,mansumbinone,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,SCVQXPPZHIKYMJ,10.1155/2015/138039,Commiphora wightii_SCVQXPPZHIKYMJ
816,commiphora wightii (arnott) bhandari,"eicosan-1,2,3,4-tetrol",Commiphora wightii,Commiphora wightii (Arn.) Bhandari,NBIAIONBZKKORG,10.1155/2015/138039,Commiphora wightii_NBIAIONBZKKORG
818,commiphora wightii (arnott) bhandari,(±) geraniol,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,GLZPCOQZEFWAFX,10.1155/2015/138039,Commiphora wightii_GLZPCOQZEFWAFX
822,commiphora wightii (arnott) bhandari,tyrosine,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,OUYCCCASQSFEME,10.1155/2015/138039,Commiphora wightii_OUYCCCASQSFEME
824,commiphora wightii (arnott) bhandari,histidine,Commiphora wightii,Commiphora wightii (Arn.) Bhandari,HNDVDQJCIGZPNO,10.1155/2015/138039,Commiphora wightii_HNDVDQJCIGZPNO
825,commiphora wightii (arnott) bhandari,"(2e,12e)-2,7,13-trimethyl-9-(1-methylethyl)-15-oxabicyclo[12.1.0]pentadeca-2,12-diene-7-ol",Commiphora wightii,Commiphora wightii (Arn.) Bhandari,XSSMDTVJJYPPJB,10.1155/2015/138039,Commiphora wightii_XSSMDTVJJYPPJB
826,commiphora wightii (arnott) bhandari,"octadecan-1,2,3,4-tetrol",Commiphora wightii,Commiphora wightii (Arn.) Bhandari,VTIMCYVWFFHKIG,10.1155/2015/138039,Commiphora wightii_VTIMCYVWFFHKIG
828,desmodium gangeticum (l.) dc,"1,14 tetradecanediol",Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,XLKZJJVNBQCVIX,10.14719/pst.1737,Pleurolobus gangeticus_XLKZJJVNBQCVIX
829,desmodium gangeticum (l.) dc,stigmasterol,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,HCXVJBMSMIARIN,10.14719/pst.1737,Pleurolobus gangeticus_HCXVJBMSMIARIN
830,desmodium gangeticum (l.) dc,lupeol,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,MQYXUWHLBZFQQO,10.14719/pst.1737,Pleurolobus gangeticus_MQYXUWHLBZFQQO
832,desmodium gangeticum (l.) dc,caffeic acid,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,QAIPRVGONGVQAS,10.14719/pst.1737,Pleurolobus gangeticus_QAIPRVGONGVQAS
833,desmodium gangeticum (l.) dc,n-hexadecanoic acid,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,IPCSVZSSVZVIGE,10.14719/pst.1737,Pleurolobus gangeticus_IPCSVZSSVZVIGE
834,desmodium gangeticum (l.) dc,4 dodecanol,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,ZGSIAHIBHSEKPB,10.14719/pst.1737,Pleurolobus gangeticus_ZGSIAHIBHSEKPB
837,desmodium gangeticum (l.) dc,gallic acid,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,LNTHITQWFMADLM,10.14719/pst.1737,Pleurolobus gangeticus_LNTHITQWFMADLM
838,desmodium gangeticum (l.) dc,oleic acid,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,ZQPPMHVWECSIRJ,10.14719/pst.1737,Pleurolobus gangeticus_ZQPPMHVWECSIRJ
839,desmodium gangeticum (l.) dc,"1,2 benzenedicarboxylic acid bis (2 methylpropyl) ester",Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,MGWAVDBGNNKXQV,10.14719/pst.1737,Pleurolobus gangeticus_MGWAVDBGNNKXQV
840,desmodium gangeticum (l.) dc,chlorogenic acid,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,CWVRJTMFETXNAD,10.14719/pst.1737,Pleurolobus gangeticus_CWVRJTMFETXNAD
841,desmodium gangeticum (l.) dc,10 undecenal,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,OFHHDSQXFXLTKC,10.14719/pst.1737,Pleurolobus gangeticus_OFHHDSQXFXLTKC
842,desmodium gangeticum (l.) dc,octadecanoic acid,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,QIQXTHQIDYTFRH,10.14719/pst.1737,Pleurolobus gangeticus_QIQXTHQIDYTFRH
844,desmodium gangeticum (l.) dc,2 methyl pentanal,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,FTZILAQGHINQQR,10.14719/pst.1737,Pleurolobus gangeticus_FTZILAQGHINQQR
846,desmodium gangeticum (l.) dc,daidzein,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,ZQSIJRDFPHDXIC,10.14719/pst.1737,Pleurolobus gangeticus_ZQSIJRDFPHDXIC
848,desmodium gangeticum (l.) dc,quercetin,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,REFJWTPEDVJJIY,10.14719/pst.1737,Pleurolobus gangeticus_REFJWTPEDVJJIY
851,desmodium gangeticum (l.) dc,"9,12-octadecadienoic acid",Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,OYHQOLUKZRVURQ,10.14719/pst.1737,Pleurolobus gangeticus_OYHQOLUKZRVURQ
853,desmodium gangeticum (l.) dc,kaempferol,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,IYRMWMYZSQPJKC,10.14719/pst.1737,Pleurolobus gangeticus_IYRMWMYZSQPJKC
855,desmodium gangeticum (l.) dc,lauric acid,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,POULHZVOKOAJMA,10.14719/pst.1737,Pleurolobus gangeticus_POULHZVOKOAJMA
856,desmodium gangeticum (l.) dc,tortoside a,Pleurolobus gangeticus,Pleurolobus gangeticus (L.) J.St.-Hil. ex H.Ohashi & K.Ohashi,WEKCEGQSIIQPAQ,10.14719/pst.1737,Pleurolobus gangeticus_WEKCEGQSIIQPAQ
858,rosmarinus officinalis,galanthamine,Salvia rosmarinus,Salvia rosmarinus Spenn.,ASUTZQLVASHGKV,10.5772/66605,Salvia rosmarinus_ASUTZQLVASHGKV
860,rosmarinus officinalis,isoaromadendrene epoxide,Salvia rosmarinus,Salvia rosmarinus Spenn.,GLKQAHXBJLGAFT,10.5772/66605,Salvia rosmarinus_GLKQAHXBJLGAFT
861,rosmarinus officinalis,retinoic acid,Salvia rosmarinus,Salvia rosmarinus Spenn.,SHGAZHPCJJPHSC,10.5772/66605,Salvia rosmarinus_SHGAZHPCJJPHSC
864,rosmarinus officinalis,cis-vaccenic acid,Salvia rosmarinus,Salvia rosmarinus Spenn.,UWHZIFQPPBDJPM,10.5772/66605,Salvia rosmarinus_UWHZIFQPPBDJPM
869,rosmarinus officinalis,"7,8,12-tri-o-acetyl-3-desoxy-ingol-3-one",Salvia rosmarinus,Salvia rosmarinus Spenn.,BHTAFTNGDRTCPM,10.5772/66605,Salvia rosmarinus_BHTAFTNGDRTCPM
872,kirganelia reticulata (poir) baill,quercetrin,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,OXGUCUVFOIWWQJ,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_OXGUCUVFOIWWQJ
874,kirganelia reticulata (poir) baill,octacosanol,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,CNNRPFQICPFDPO,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_CNNRPFQICPFDPO
876,kirganelia reticulata (poir) baill,isoguanine,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,DRAVOWXCEBXPTN,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_DRAVOWXCEBXPTN
877,kirganelia reticulata (poir) baill,stigmasterol,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,HCXVJBMSMIARIN,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_HCXVJBMSMIARIN
879,kirganelia reticulata (poir) baill,ellagic acid,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,AFSDNFLWKVMVRB,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_AFSDNFLWKVMVRB
880,kirganelia reticulata (poir) baill,lupeol,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,MQYXUWHLBZFQQO,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_MQYXUWHLBZFQQO
881,kirganelia reticulata (poir) baill,stigmast-22-en-3-ol,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,CSVWWLUMXNHWSU,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_CSVWWLUMXNHWSU
882,kirganelia reticulata (poir) baill,quercetin 3-o-α-l rhamnopyranoside,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,OXGUCUVFOIWWQJ,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_OXGUCUVFOIWWQJ
883,kirganelia reticulata (poir) baill,taraxerone,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,DBCAVZSSFGIHQZ,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_DBCAVZSSFGIHQZ
887,kirganelia reticulata (poir) baill,tricin,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,HRGUSFBJBOKSML,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_HRGUSFBJBOKSML
888,kirganelia reticulata (poir) baill,methyl gallate,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,FBSFWRHWHYMIOG,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_FBSFWRHWHYMIOG
889,kirganelia reticulata (poir) baill,"3,4,3'-tri-o-methylellagic acid",Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,LXEQIOGTMDLLEC,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_LXEQIOGTMDLLEC
890,kirganelia reticulata (poir) baill,rutin,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,IKGXIBQEEMLURG,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_IKGXIBQEEMLURG
891,kirganelia reticulata (poir) baill,gallic acid,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,LNTHITQWFMADLM,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_LNTHITQWFMADLM
892,kirganelia reticulata (poir) baill,corilagin,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,TUSDEZXZIZRFGC,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_TUSDEZXZIZRFGC
893,kirganelia reticulata (poir) baill,pentacosane,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,YKNWIILGEFFOPE,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_YKNWIILGEFFOPE
894,kirganelia reticulata (poir) baill,octacosane,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,ZYURHZPYMFLWSH,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_ZYURHZPYMFLWSH
895,kirganelia reticulata (poir) baill,sorghumol,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,VWYANPOOORUCFJ,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_VWYANPOOORUCFJ
896,kirganelia reticulata (poir) baill,lupeol acetate,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,ODSSDTBFHAYYMD,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_ODSSDTBFHAYYMD
897,kirganelia reticulata (poir) baill,methyl brevifolincarboxylate,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,JNWDNAASYHRXMG,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_JNWDNAASYHRXMG
899,kirganelia reticulata (poir) baill,"(5r*, 6r*)-4,6-dimethoxycarbonyl-5-[2',3',4'-trihydroxy-6'-(methoxycarbonyl)-phenyl]-5,6-dihydro-2h-pyran-2-one",Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,UXMVULANWQFFRB,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_UXMVULANWQFFRB
902,kirganelia reticulata (poir) baill,quercetin 3-o-β-d-glucopyranoside,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,OVSQVDMCBVZWGM,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_OVSQVDMCBVZWGM
905,kirganelia reticulata (poir) baill,quercetin,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,REFJWTPEDVJJIY,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_REFJWTPEDVJJIY
906,kirganelia reticulata (poir) baill,hovetrichoside a,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,COCNEZCGILVYSK,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_COCNEZCGILVYSK
907,kirganelia reticulata (poir) baill,kaempferol,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,IYRMWMYZSQPJKC,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_IYRMWMYZSQPJKC
908,kirganelia reticulata (poir) baill,betulin,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,FVWJYYTZTCVBKE,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_FVWJYYTZTCVBKE
909,kirganelia reticulata (poir) baill,astragalin,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,JPUKWEQWGBDDQB,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_JPUKWEQWGBDDQB
911,kirganelia reticulata (poir) baill,sorghumol acetate,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,WQWTUUFHPFYTRZ,10.22270/jddt.v3i6.688,Phyllanthus reticulatus_WQWTUUFHPFYTRZ
912,dehaasia triandra merr,daphnoline,Dehaasia incrassata,Dehaasia incrassata (Jack) Nees,AKGWXHYTRBFUAD,10.7324/japs.2017.70333,Dehaasia incrassata_AKGWXHYTRBFUAD
923,dehaasia triandra merr,colorflammine,Dehaasia incrassata,Dehaasia incrassata (Jack) Nees,FQLSJTUCUXCUAQ,10.7324/japs.2017.70333,Dehaasia incrassata_FQLSJTUCUXCUAQ
927,dehaasia longipedicellata (ridl.) kosterm,(-)-reticuline,Dehaasia longipedicellata,Dehaasia longipedicellata (Ridl.) Kosterm.,BHLYRWXGMIUIHG,10.7324/japs.2017.70333,Dehaasia longipedicellata_BHLYRWXGMIUIHG
928,dehaasia longipedicellata (ridl.) kosterm,"2,7-dihydroxy-3,6-dimethoxyphenanthrene",Dehaasia longipedicellata,Dehaasia longipedicellata (Ridl.) Kosterm.,CUXRVDHWASAMBP,10.7324/japs.2017.70333,Dehaasia longipedicellata_CUXRVDHWASAMBP
935,dehaasia candolleana (meisn.) kosterm,grisabine,Dehaasia candolleana,Dehaasia candolleana (Meisn.) Kosterm.,ZKGBUDJODLZAHS,10.7324/japs.2017.70333,Dehaasia candolleana_ZKGBUDJODLZAHS
938,dehaasia kurzii king ex hook. f,boldine,Dehaasia kurzii,Dehaasia kurzii King ex Hook.f.,LZJRNLRASBVRRX,10.7324/japs.2017.70333,Dehaasia kurzii_LZJRNLRASBVRRX
939,alchornea floribunda (müll. arg,quercetin-3-o-α-l-rhamnopyranoside,Alchornea floribunda,Alchornea floribunda Müll.Arg.,OXGUCUVFOIWWQJ,10.4314/tjpr.v19i5.30,Alchornea floribunda_OXGUCUVFOIWWQJ
941,alchornea floribunda (müll. arg,3β-hydroxy-5α-stigmastane-24-ene,Alchornea floribunda,Alchornea floribunda Müll.Arg.,CJSJAHSQZQIOPX,10.4314/tjpr.v19i5.30,Alchornea floribunda_CJSJAHSQZQIOPX
942,alchornea floribunda (müll. arg,"5α-stigmastane-3,6-dione",Alchornea floribunda,Alchornea floribunda Müll.Arg.,HMMVBUVVQLUGQA,10.4314/tjpr.v19i5.30,Alchornea floribunda_HMMVBUVVQLUGQA
943,alchornea floribunda (müll. arg,"5α-stigmastane-23-ene-3,6-dione",Alchornea floribunda,Alchornea floribunda Müll.Arg.,IAZPSHZQJXOLCB,10.4314/tjpr.v19i5.30,Alchornea floribunda_IAZPSHZQJXOLCB
944,alchornea floribunda (müll. arg,yohimbine,Alchornea floribunda,Alchornea floribunda Müll.Arg.,BLGXFZZNTVWLAY,10.4314/tjpr.v19i5.30,Alchornea floribunda_BLGXFZZNTVWLAY
945,alchornea floribunda (müll. arg,kaempferol-3-o-α-l-rhamnopyranoside,Alchornea floribunda,Alchornea floribunda Müll.Arg.,SOSLMHZOJATCCP,10.4314/tjpr.v19i5.30,Alchornea floribunda_SOSLMHZOJATCCP
948,luffa acutangula (l.) roxb,"2-methyl-6-methylene-1,7-octadien-3-one",Luffa acutangula,Luffa acutangula (L.) Roxb.,YZWOKWMEQQCMRN,10.3389/fphar.2018.01177,Luffa acutangula_YZWOKWMEQQCMRN
949,luffa acutangula (l.) roxb,β-pinene,Luffa acutangula,Luffa acutangula (L.) Roxb.,WTARULDDTDQWMU,10.3389/fphar.2018.01177,Luffa acutangula_WTARULDDTDQWMU
950,luffa acutangula (l.) roxb,trans-linalool oxide,Luffa acutangula,Luffa acutangula (L.) Roxb.,BRHDDEIRQPDPMG,10.3389/fphar.2018.01177,Luffa acutangula_BRHDDEIRQPDPMG
951,luffa acutangula (l.) roxb,citronellyl tiglate,Luffa acutangula,Luffa acutangula (L.) Roxb.,UCFQYMKLDPWFHZ,10.3389/fphar.2018.01177,Luffa acutangula_UCFQYMKLDPWFHZ
952,luffa acutangula (l.) roxb,α-thujone,Luffa acutangula,Luffa acutangula (L.) Roxb.,USMNOWBWPHYOEA,10.3389/fphar.2018.01177,Luffa acutangula_USMNOWBWPHYOEA
953,luffa acutangula (l.) roxb,"d,l-limonene",Luffa acutangula,Luffa acutangula (L.) Roxb.,XMGQYMWWDOXHJM,10.3389/fphar.2018.01177,Luffa acutangula_XMGQYMWWDOXHJM
955,luffa acutangula (l.) roxb,trans-dihydrocarvone,Luffa acutangula,Luffa acutangula (L.) Roxb.,GCRTVIUGJCJVDD,10.3389/fphar.2018.01177,Luffa acutangula_GCRTVIUGJCJVDD
956,luffa acutangula (l.) roxb,"4,5-dimethyl-1-hexene",Luffa acutangula,Luffa acutangula (L.) Roxb.,UFWIBUBEFUNVNI,10.3389/fphar.2018.01177,Luffa acutangula_UFWIBUBEFUNVNI
