,example_compound_name,InChIKey,InChIKey_simp,organism_name,accepted_name,accepted_name_w_author,accepted_species,accepted_family,refDOI,sanitised_dois
405897,"methyl-3,4,5-trimethoxy cinnamate",KLXHCGFNNUQTEY-AATRIKPKSA-N,KLXHCGFNNUQTEY,Peperomia oreophila,Peperomia oreophila,Peperomia oreophila Henschen,Peperomia oreophila,Piperaceae,10.1590/S0103-50532012000400025,10.1590_S0103-50532012000400025
404930,"methyl 3-(3,4,5-trimethoxyphenyl)prop-2-enoate",KLXHCGFNNUQTEY-UHFFFAOYSA-N,KLXHCGFNNUQTEY,Peperomia oreophila,Peperomia oreophila,Peperomia oreophila Henschen,Peperomia oreophila,Piperaceae,10.1590/S0103-50532012000400025,10.1590_S0103-50532012000400025
405498,"(E)-N-(2-methylpropyl)-3-(3,4,5-trimethoxyphenyl)prop-2-enamide",PMASCARXOAUEEW-VOTSOKGWSA-N,PMASCARXOAUEEW,Peperomia oreophila,Peperomia oreophila,Peperomia oreophila Henschen,Peperomia oreophila,Piperaceae,10.1590/S0103-50532012000400025,10.1590_S0103-50532012000400025
405482,"2-Propenoic acid, 3-(3,4-dimethoxyphenyl)-, methyl ester, cis",KLXHCGFNNUQTEY-WAYWQWQTSA-N,KLXHCGFNNUQTEY,Peperomia oreophila,Peperomia oreophila,Peperomia oreophila Henschen,Peperomia oreophila,Piperaceae,10.1590/S0103-50532012000400025,10.1590_S0103-50532012000400025
405555,"4-[(2E)-3,7-dimethylocta-2,6-dien-1-yl]-5-methyl-2-(3-methylbut-2-en-1-yl)benzene-1,3-diol",PPRBUIHMPCALQT-GZTJUZNOSA-N,PPRBUIHMPCALQT,Peperomia oreophila,Peperomia oreophila,Peperomia oreophila Henschen,Peperomia oreophila,Piperaceae,10.1590/S0103-50532012000400025,10.1590_S0103-50532012000400025
405568,"N-(2-methylpropyl)-3-(3,4,5-trimethoxyphenyl)prop-2-enamide",PMASCARXOAUEEW-UHFFFAOYSA-N,PMASCARXOAUEEW,Peperomia oreophila,Peperomia oreophila,Peperomia oreophila Henschen,Peperomia oreophila,Piperaceae,10.1590/S0103-50532012000400025,10.1590_S0103-50532012000400025
405350,"2,2,7-Trimethyl-8-(3,7-dimethyl-2,6-octadienyl)-2H-1-benzopyran-5-ol",FBTFUGPYAYRHHG-MHWRWJLKSA-N,FBTFUGPYAYRHHG,Peperomia oreophila,Peperomia oreophila,Peperomia oreophila Henschen,Peperomia oreophila,Piperaceae,10.1590/S0103-50532012000400025,10.1590_S0103-50532012000400025
405390,"8-(3,7-Dimethylocta-2,6-dienyl)-2,2,7-trimethylchromen-5-ol",FBTFUGPYAYRHHG-UHFFFAOYSA-N,FBTFUGPYAYRHHG,Peperomia oreophila,Peperomia oreophila,Peperomia oreophila Henschen,Peperomia oreophila,Piperaceae,10.1590/S0103-50532012000400025,10.1590_S0103-50532012000400025
393020,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,MQYXUWHLBZFQQO,Pera benensis,Pera benensis,Pera benensis Rusby,Pera benensis,Peraceae,10.1016/0378-8741(92)90074-2,10.1016_0378-8741(92)90074-2
392999,plumbagin,VCMMXZQDRFWYSE-UHFFFAOYSA-N,VCMMXZQDRFWYSE,Pera benensis,Pera benensis,Pera benensis Rusby,Pera benensis,Peraceae,10.1016/0378-8741(92)90074-2,10.1016_0378-8741(92)90074-2
421371,syringic acid,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,JMSVCTWVEWCHDZ,Persicaria amphibia,Persicaria amphibia,Persicaria amphibia (L.) Delarbre,Persicaria amphibia,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421394,gentisic acid,WXTMDXOMEHJXQO-UHFFFAOYSA-N,WXTMDXOMEHJXQO,Persicaria amphibia,Persicaria amphibia,Persicaria amphibia (L.) Delarbre,Persicaria amphibia,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421385,trans-caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,QAIPRVGONGVQAS,Persicaria amphibia,Persicaria amphibia,Persicaria amphibia (L.) Delarbre,Persicaria amphibia,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421387,ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,KSEBMYQBYZTDHS,Persicaria amphibia,Persicaria amphibia,Persicaria amphibia (L.) Delarbre,Persicaria amphibia,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421406,"3,4-dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH,Persicaria amphibia,Persicaria amphibia,Persicaria amphibia (L.) Delarbre,Persicaria amphibia,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421398,(E)-sinapic acid,PCMORTLOPMLEFB-ONEGZZNKSA-N,PCMORTLOPMLEFB,Persicaria amphibia,Persicaria amphibia,Persicaria amphibia (L.) Delarbre,Persicaria amphibia,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421454,vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,WKOLLVMJNQIZCI,Persicaria amphibia,Persicaria amphibia,Persicaria amphibia (L.) Delarbre,Persicaria amphibia,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421001,4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN,Persicaria amphibia,Persicaria amphibia,Persicaria amphibia (L.) Delarbre,Persicaria amphibia,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421670,(E)-p-coumaric acid,NGSWKAQJJWESNS-ZZXKWVIFSA-N,NGSWKAQJJWESNS,Persicaria amphibia,Persicaria amphibia,Persicaria amphibia (L.) Delarbre,Persicaria amphibia,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
422224,vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,WKOLLVMJNQIZCI,Persicaria hydropiper,Persicaria hydropiper,Persicaria hydropiper (L.) Delarbre,Persicaria hydropiper,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
422424,(E)-p-coumaric acid,NGSWKAQJJWESNS-ZZXKWVIFSA-N,NGSWKAQJJWESNS,Persicaria hydropiper,Persicaria hydropiper,Persicaria hydropiper (L.) Delarbre,Persicaria hydropiper,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
422246,trans-caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,QAIPRVGONGVQAS,Persicaria hydropiper,Persicaria hydropiper,Persicaria hydropiper (L.) Delarbre,Persicaria hydropiper,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
422247,ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,KSEBMYQBYZTDHS,Persicaria hydropiper,Persicaria hydropiper,Persicaria hydropiper (L.) Delarbre,Persicaria hydropiper,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
422258,(E)-sinapic acid,PCMORTLOPMLEFB-ONEGZZNKSA-N,PCMORTLOPMLEFB,Persicaria hydropiper,Persicaria hydropiper,Persicaria hydropiper (L.) Delarbre,Persicaria hydropiper,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
422219,"3,4-dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH,Persicaria hydropiper,Persicaria hydropiper,Persicaria hydropiper (L.) Delarbre,Persicaria hydropiper,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
422154,4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN,Persicaria hydropiper,Persicaria hydropiper,Persicaria hydropiper (L.) Delarbre,Persicaria hydropiper,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
422253,gentisic acid,WXTMDXOMEHJXQO-UHFFFAOYSA-N,WXTMDXOMEHJXQO,Persicaria hydropiper,Persicaria hydropiper,Persicaria hydropiper (L.) Delarbre,Persicaria hydropiper,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
422234,syringic acid,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,JMSVCTWVEWCHDZ,Persicaria hydropiper,Persicaria hydropiper,Persicaria hydropiper (L.) Delarbre,Persicaria hydropiper,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421393,"3,4-dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH,Polygonum hydropiper,Persicaria hydropiper,Persicaria hydropiper (L.) Delarbre,Persicaria hydropiper,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421527,vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,WKOLLVMJNQIZCI,Persicaria hydropiperoides,Persicaria hydropiperoides,Persicaria hydropiperoides (Michx.) Small,Persicaria hydropiperoides,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
420983,4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN,Persicaria hydropiperoides,Persicaria hydropiperoides,Persicaria hydropiperoides (Michx.) Small,Persicaria hydropiperoides,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
422412,(E)-p-coumaric acid,NGSWKAQJJWESNS-ZZXKWVIFSA-N,NGSWKAQJJWESNS,Persicaria hydropiperoides,Persicaria hydropiperoides,Persicaria hydropiperoides (Michx.) Small,Persicaria hydropiperoides,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421368,ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,KSEBMYQBYZTDHS,Persicaria hydropiperoides,Persicaria hydropiperoides,Persicaria hydropiperoides (Michx.) Small,Persicaria hydropiperoides,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421375,gentisic acid,WXTMDXOMEHJXQO-UHFFFAOYSA-N,WXTMDXOMEHJXQO,Persicaria hydropiperoides,Persicaria hydropiperoides,Persicaria hydropiperoides (Michx.) Small,Persicaria hydropiperoides,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421379,(E)-sinapic acid,PCMORTLOPMLEFB-ONEGZZNKSA-N,PCMORTLOPMLEFB,Persicaria hydropiperoides,Persicaria hydropiperoides,Persicaria hydropiperoides (Michx.) Small,Persicaria hydropiperoides,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421384,"3,4-dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH,Persicaria hydropiperoides,Persicaria hydropiperoides,Persicaria hydropiperoides (Michx.) Small,Persicaria hydropiperoides,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421367,trans-caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,QAIPRVGONGVQAS,Persicaria hydropiperoides,Persicaria hydropiperoides,Persicaria hydropiperoides (Michx.) Small,Persicaria hydropiperoides,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421442,syringic acid,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,JMSVCTWVEWCHDZ,Persicaria hydropiperoides,Persicaria hydropiperoides,Persicaria hydropiperoides (Michx.) Small,Persicaria hydropiperoides,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421467,"3,4-dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH,Polygonum lapathifolium,Persicaria lapathifolia,Persicaria lapathifolia (L.) Delarbre,Persicaria lapathifolia,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421411,"3,4-dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH,Persicaria lapathifolia,Persicaria lapathifolia,Persicaria lapathifolia (L.) Delarbre,Persicaria lapathifolia,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421361,"3,4-dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH,Polygonum persicaria,Persicaria maculosa,Persicaria maculosa Gray,Persicaria maculosa,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
43621,(E)-sinapic acid,PCMORTLOPMLEFB-ONEGZZNKSA-N,PCMORTLOPMLEFB,Persicaria mitis,Persicaria mitis,Persicaria mitis (Schrank) Assenov,Persicaria mitis,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
43619,gentisic acid,WXTMDXOMEHJXQO-UHFFFAOYSA-N,WXTMDXOMEHJXQO,Persicaria mitis,Persicaria mitis,Persicaria mitis (Schrank) Assenov,Persicaria mitis,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
43598,4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN,Persicaria mitis,Persicaria mitis,Persicaria mitis (Schrank) Assenov,Persicaria mitis,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
43618,ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,KSEBMYQBYZTDHS,Persicaria mitis,Persicaria mitis,Persicaria mitis (Schrank) Assenov,Persicaria mitis,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
43617,trans-caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,QAIPRVGONGVQAS,Persicaria mitis,Persicaria mitis,Persicaria mitis (Schrank) Assenov,Persicaria mitis,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
43658,(E)-p-coumaric acid,NGSWKAQJJWESNS-ZZXKWVIFSA-N,NGSWKAQJJWESNS,Persicaria mitis,Persicaria mitis,Persicaria mitis (Schrank) Assenov,Persicaria mitis,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
43623,"3,4-dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH,Persicaria mitis,Persicaria mitis,Persicaria mitis (Schrank) Assenov,Persicaria mitis,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
421370,"3,4-dihydroxybenzoic acid",YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH,Polygonum mite,Persicaria mitis,Persicaria mitis (Schrank) Assenov,Persicaria mitis,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
43612,vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,WKOLLVMJNQIZCI,Persicaria mitis,Persicaria mitis,Persicaria mitis (Schrank) Assenov,Persicaria mitis,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
43614,syringic acid,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,JMSVCTWVEWCHDZ,Persicaria mitis,Persicaria mitis,Persicaria mitis (Schrank) Assenov,Persicaria mitis,Polygonaceae,10.5586/ASBP.2000.003,10.5586_ASBP.2000.003
43527,"1H-indol-3-yl (2S,3S,4S,5R)-3,4,5-trihydroxy-5-(hydroxymethyl)oxolane-2-carboxylate",KGXOHVOUKNLUNP-OWTLIXCDSA-N,KGXOHVOUKNLUNP,Persicaria tinctoria,Persicaria tinctoria,Persicaria tinctoria (Aiton) Spach,Persicaria tinctoria,Polygonaceae,10.1021/BP0300624,10.1021_BP0300624
43577,indoxyl sulfate,BXFFHSIDQOFMLE-UHFFFAOYSA-N,BXFFHSIDQOFMLE,Persicaria tinctoria,Persicaria tinctoria,Persicaria tinctoria (Aiton) Spach,Persicaria tinctoria,Polygonaceae,10.1021/BP0300624,10.1021_BP0300624
31341,kaempferol,IYRMWMYZSQPJKC-UHFFFAOYSA-N,IYRMWMYZSQPJKC,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Apiaceae,10.1556/AALIM.29.2000.4.4,10.1556_AALIM.29.2000.4.4
31329,bergapten,BGEBZHIAGXMEMV-UHFFFAOYSA-N,BGEBZHIAGXMEMV,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Apiaceae,10.1104/PP.104.1.67,10.1104_PP.104.1.67
31428,umbelliferone,ORHBXUUXSCNDEV-UHFFFAOYSA-N,ORHBXUUXSCNDEV,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Apiaceae,10.1104/PP.104.1.67,10.1104_PP.104.1.67
31305,methoxsalen,QXKHYNVANLEOEG-UHFFFAOYSA-N,QXKHYNVANLEOEG,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Apiaceae,10.1104/PP.104.1.67,10.1104_PP.104.1.67
31403,apigenin,KZNIFHPLKGYRTM-UHFFFAOYSA-N,KZNIFHPLKGYRTM,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Apiaceae,10.1556/AALIM.29.2000.4.4,10.1556_AALIM.29.2000.4.4
33954,apiin,NTDLXWMIWOECHG-YRCFQSNFSA-N,NTDLXWMIWOECHG,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Apiaceae,10.1104/PP.104.1.67,10.1104_PP.104.1.67
31484,myricetin,IKMDFBPHZNJCSN-UHFFFAOYSA-N,IKMDFBPHZNJCSN,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Apiaceae,10.1556/AALIM.29.2000.4.4,10.1556_AALIM.29.2000.4.4
31489,isopimpinellin,DFMAXQKDIGCMTL-UHFFFAOYSA-N,DFMAXQKDIGCMTL,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Apiaceae,10.1104/PP.104.1.67,10.1104_PP.104.1.67
31348,quercetin,REFJWTPEDVJJIY-UHFFFAOYSA-N,REFJWTPEDVJJIY,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Apiaceae,10.1556/AALIM.29.2000.4.4,10.1556_AALIM.29.2000.4.4
33001,"(1R)-4-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(1R)-4-hydroxy-2,6,6-trimethylcyclohex-2-en-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-3,5,5-trimethylcyclohex-3-en-1-ol",KBPHJBAIARWVSC-RTIVXWJOSA-N,KBPHJBAIARWVSC,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Apiaceae,10.3390/NU5041169,10.3390_NU5041169
31465,luteolin,IQPNAANSBPBGFQ-UHFFFAOYSA-N,IQPNAANSBPBGFQ,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Apiaceae,10.1556/AALIM.29.2000.4.4,10.1556_AALIM.29.2000.4.4
31454,psoralen,ZCCUUQDIBDJBTK-UHFFFAOYSA-N,ZCCUUQDIBDJBTK,Petroselinum crispum,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,Apiaceae,10.1104/PP.104.1.67,10.1104_PP.104.1.67
27506,osthol,MBRLOUHOWLUMFF-UHFFFAOYSA-N,MBRLOUHOWLUMFF,Peucedanum ostruthium,Peucedanum ostruthium,Peucedanum ostruthium (L.) W.D.J.Koch,Peucedanum ostruthium,Apiaceae,10.1021/NP200072A,10.1021_NP200072A
31883,"[3-Hydroxy-3-methyl-1-(7-oxofuro[3,2-g]chromen-4-yl)oxybutan-2-yl] 2-methylbut-2-enoate",WXULKGXQMWVWMP-UHFFFAOYSA-N,WXULKGXQMWVWMP,Imperatoria ostruthium,Peucedanum ostruthium,Peucedanum ostruthium (L.) W.D.J.Koch,Peucedanum ostruthium,Apiaceae,10.1021/NP200072A,10.1021_NP200072A
31915,"4-[(3,3-Dimethyloxiran-2-yl)methoxy]furo[3,2-g]chromen-7-one",QTAGQHZOLRFCBU-UHFFFAOYSA-N,QTAGQHZOLRFCBU,Imperatoria ostruthium,Peucedanum ostruthium,Peucedanum ostruthium (L.) W.D.J.Koch,Peucedanum ostruthium,Apiaceae,10.1021/NP200072A,10.1021_NP200072A
26943,ostruthin,INBMTJJPUABOQJ-VGOFMYFVSA-N,INBMTJJPUABOQJ,Peucedanum ostruthium,Peucedanum ostruthium,Peucedanum ostruthium (L.) W.D.J.Koch,Peucedanum ostruthium,Apiaceae,10.1021/NP200072A,10.1021_NP200072A
25702,isoimperatorin,IGWDEVSBEKYORK-UHFFFAOYSA-N,IGWDEVSBEKYORK,Peucedanum ostruthium,Peucedanum ostruthium,Peucedanum ostruthium (L.) W.D.J.Koch,Peucedanum ostruthium,Apiaceae,10.1021/NP200072A,10.1021_NP200072A
25709,imperatorin,OLOOJGVNMBJLLR-UHFFFAOYSA-N,OLOOJGVNMBJLLR,Peucedanum ostruthium,Peucedanum ostruthium,Peucedanum ostruthium (L.) W.D.J.Koch,Peucedanum ostruthium,Apiaceae,10.1021/NP200072A,10.1021_NP200072A
27107,(R)-oxypeucedanin hydrate,PEWFWDOPJISUOK-CYBMUJFWSA-N,PEWFWDOPJISUOK,Peucedanum ostruthium,Peucedanum ostruthium,Peucedanum ostruthium (L.) W.D.J.Koch,Peucedanum ostruthium,Apiaceae,10.1021/NP200072A,10.1021_NP200072A
27106,oxypeucedanin,QTAGQHZOLRFCBU-ZDUSSCGKSA-N,QTAGQHZOLRFCBU,Peucedanum ostruthium,Peucedanum ostruthium,Peucedanum ostruthium (L.) W.D.J.Koch,Peucedanum ostruthium,Apiaceae,10.1021/NP200072A,10.1021_NP200072A
32625,(+/-)-oxypeucedanin hydrate,PEWFWDOPJISUOK-UHFFFAOYSA-N,PEWFWDOPJISUOK,Imperatoria ostruthium,Peucedanum ostruthium,Peucedanum ostruthium (L.) W.D.J.Koch,Peucedanum ostruthium,Apiaceae,10.1021/NP200072A,10.1021_NP200072A
27081,ostruthol,WXULKGXQMWVWMP-OMLDUKLJSA-N,WXULKGXQMWVWMP,Peucedanum ostruthium,Peucedanum ostruthium,Peucedanum ostruthium (L.) W.D.J.Koch,Peucedanum ostruthium,Apiaceae,10.1021/NP200072A,10.1021_NP200072A
25423,"6-(3,7-Dimethylocta-2,6-dienyl)-7-hydroxychromen-2-one",INBMTJJPUABOQJ-UHFFFAOYSA-N,INBMTJJPUABOQJ,Peucedanum ostruthium,Peucedanum ostruthium,Peucedanum ostruthium (L.) W.D.J.Koch,Peucedanum ostruthium,Apiaceae,10.1021/NP200072A,10.1021_NP200072A
28266,gibberellin A44,KSBJAONOPKRVRR-YTJHIPEWSA-N,KSBJAONOPKRVRR,Phaseolus coccineus,Phaseolus coccineus,Phaseolus coccineus L.,Phaseolus coccineus,Fabaceae,10.1104/PP.82.1.298,10.1104_PP.82.1.298
27678,gibberellin A6,XNBWKKYPKJHUKD-UQJCXHNCSA-N,XNBWKKYPKJHUKD,Phaseolus coccineus,Phaseolus coccineus,Phaseolus coccineus L.,Phaseolus coccineus,Fabaceae,10.1104/PP.82.1.298,10.1104_PP.82.1.298
243276,GA44;Gibberellin 44,KSBJAONOPKRVRR-UHFFFAOYSA-N,KSBJAONOPKRVRR,Phaseolus lunatus,Phaseolus lunatus,Phaseolus lunatus L.,Phaseolus lunatus,Fabaceae,10.1104/PP.82.1.298,10.1104_PP.82.1.298
246099,aldehydo-D-galactose,GZCGUPFRVQAUEE-KCDKBNATSA-N,GZCGUPFRVQAUEE,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1016/J.LWT.2019.108673,10.1016_J.LWT.2019.108673
251624,L-lysine,KDXKERNSBIXSRK-YFKPBYRVSA-N,KDXKERNSBIXSRK,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1002/MNFR.201901137,10.1002_MNFR.201901137
249531,kaempferol,IYRMWMYZSQPJKC-UHFFFAOYSA-N,IYRMWMYZSQPJKC,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1016/J.LWT.2019.108673,10.1016_J.LWT.2019.108673
251734,(−)-epicatechin,PFTAWBLQPZVEMU-UKRRQHHQSA-N,PFTAWBLQPZVEMU,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1016/J.LWT.2019.108673,10.1016_J.LWT.2019.108673
249507,(+)-pinoresinol,HGXBRUKMWQGOIE-AFHBHXEDSA-N,HGXBRUKMWQGOIE,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1079/BJN20051371,10.1079_BJN20051371
251602,Dihydrozeatin O-beta-D-Glucoside,QRZHDHJUYBONQQ-UHFFFAOYSA-N,QRZHDHJUYBONQQ,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1104/PP.79.1.296,10.1104_PP.79.1.296
245403,retinol,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,FPIPGXGPPPQFEQ,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1042/BJ0860064,10.1042_BJ0860064
245544,glycine,DHMQDGOQFOQNFH-UHFFFAOYSA-N,DHMQDGOQFOQNFH,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1002/MNFR.201901137,10.1002_MNFR.201901137
251534,L-All(b1-6)Alt(b1-6)L-Gul(b1-2b)D-Sorf,UQZIYBXSHAGNOE-USOSMYMVSA-N,UQZIYBXSHAGNOE,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1016/J.LWT.2019.108673,10.1016_J.LWT.2019.108673
251554,2-Amino-5-[[hydroxy(sulfamoyloxy)phosphoryl]amino]pentanoic acid,LNALGAKWYMMOEZ-UHFFFAOYSA-N,LNALGAKWYMMOEZ,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1104/PP.60.5.723,10.1104_PP.60.5.723
251541,Q115948467,ZCHGCTOGMWRLOX-UHFFFAOYSA-N,ZCHGCTOGMWRLOX,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1104/PP.79.1.296,10.1104_PP.79.1.296
245392,L-histidine,HNDVDQJCIGZPNO-YFKPBYRVSA-N,HNDVDQJCIGZPNO,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1021/ACS.JPROTEOME.6B00860,10.1021_ACS.JPROTEOME.6B00860
251500,Gal(a1-6)Ido(b1-2b)D-Sorf,MUPFEKGTMRGPLJ-RMMQSMQOSA-N,MUPFEKGTMRGPLJ,Phaseolus vulgaris,Phaseolus vulgaris,Phaseolus vulgaris L.,Phaseolus vulgaris,Fabaceae,10.1016/J.LWT.2019.108673,10.1016_J.LWT.2019.108673
